stars,comment
"3,0 su 5 stelle","







  
  
    Molto deluso dalla durata della batteria e dal raggio di funzionamento. A parte questo ottimo prodotto in più il grigio ha  notoriamente problemi di sverniciatura sulle parti metalliche.Quindi sconsiglio vivamente il grigio
  
"
"5,0 su 5 stelle","







  
  
    ho usato le qc 35 ii per un anno e mi piacevano molto.Considero milgiori le nc 700 per la comodità, i padiglioni sono più grandi e l'orecchio sta meglio all'interno (ovviamente è personale), l'estetica non è neanche confrontabile le nc 700 sono stupende.Passiamo al suono, già ottimo sulle qc35ii ma qui c'è uno step in avanti, bassi più profondi ed avvolgenti, maggiore spazialità del suono, spesso mi stupisco soprattutto nelle serie tv (cuffie collegate alla shield tv) della resa nelle basse frequenze morbide profonde avvolgenti... sentire il potente suono del passaggio di una astronave in Star Trek Picard è una esperienza multimediale appagante.Sul fronte musicale confermo la maggiore estensione dei bassi, diciamo che sta tornando il suono caldo bose che si stava perdendo... e la maggiore spazialità del suono, non uno stravolgimento ma un miglioramento si rispetto alle qc35ii.Perdono rispetto alle qc35ii solo rispetto alla trasportabilità, non si ripiegano e la confezione è leggermente più grande.Io le adoro e le consiglio se già amate le qc35ii, queste sono un passo avanti, bene cosi.
  
"
"3,0 su 5 stelle","







  
  
    Le cuffie sono costruite con materiale di alta qualità, hanno un aspetto snello e moderno e sono molto confortevoli.La custodia è forse un pò ingombrante ma poco profonda. Il cassettino (invece della solita retina) per mettere i cavi è un plus gigantesco.Non mi soffermo su tutte le qualità del prodotto perchè Bose dal punto di vista audio e del noise cancelling è una garanzia assoluta, vorrei piuttosto sottolineare alcune grosse pecche che è giusto che un acquirente conosca prima di valutare questo articolo.La app: per ottenere il massimo dalle cuffie è necessario installare una app sul proprio smartphone. Non sarebbe un grosso problema se l'app riconoscesse subito le cuffie una volta fatto il pairing con dispositivo mobile. Invece, in media, ci vuole qualche frustrante minuto prima che l'app si colleghi alle cuffie (che nel frattempo continuano a funzionare normalmente).Noise cancelling: non c'è modo di disattivare il noise cancelling senza aprire la app. Servirebbe poter configurare uno dei tasti presenti sulle cuffie per attivare/disattivare questa funzionalità (se si è in ambienti silenziosi disattivare il noise cancelling permette di avere più autonomia con la batteria). Questa scomodità in combo col  punto menzionato prima è mortale.Windows 10: il punto più doloroso, il microfono non funziona con windows 10, quindi scordatevi di usare queste cuffie per call dal pc. Via bluetooth l'audio si sente ma come microfono dovete usare quello built-in del portatile o uno esterno (ovviamente è una cosa infattibile se siete in ufficio o in un ambiente rumoroso).Il cavo che viene dato in dotazione non ha il microfono e se lo si collega alle cuffie queste si spengono in automatico (per risparmiare batteria).Onestamente trovo questi 3 punti un ostacolo piuttosto grosso nello sfruttare  al massimo queste cuffie, dal momento che sono problemi noti da tempo (basti guardare il forum di Bose) pensavo che Bose corresse ai ripari, ma non mi pare che stia facendo nulla in questo senso.
  
"
"5,0 su 5 stelle","







  
  
    Se siete amanti del sound Bose,queste sono le cuffie al caso vostro!Costruzione al top,comode e leggere,da non sottovalutare il fatto che ora,rispetto alle mie precedenti QC35II,si ha un controllo migliore della cancellazione del rumore,padiglioni più grandi che stanno meglio addosso a chi ha le orecchie un po' più grandi come le mie e che isolano meglio;stabilità Bluetooth migliorata e lag quasi nullo(Sia sul mio Galaxy S10+ che su IPAD).Design accattivante e minimal,batteria che dura davvero 20 ore(uso sempre volume max e ANC attivato sul settaggio max),unica pecca, la mancanza di un caricatore in dotazione,che ritengo che per delle cuffie da 400 euro sia il minimo....un po' Apple style...detto questo ve le straconsiglio.Chi dice che le Sony sono meglio, è perché evidentemente ama i bassi smodati e una costruzione decisamente cheap e non gli interessa di avere aggiornamenti migliorativi continui come invece Bose fa.Consiglio il colore Nero, più minimal e chic.
  
"
"5,0 su 5 stelle","







  
  
    Molto confortevoli anche dopo 5 ore di utilizzo consecutive in chiamata Skype o Teams.Qualità della musica molto buona (considerate un ascolto prevalentemente di Spotify su Iphone X)Connessione in bluetooth stabile sia con laptop che iphone, sia con entrambi i dispositivi connessi.Unico punto decisamente migliorabile la app Bose Music, per ora solo con funzioni base e difficoltà ad agganciare il dispositivo anche se risulta connesso al telefono. Molto comodo invece il settaggio della propria voce in cuffia durante la chiamata.Durata della batteria effettiva di 20 ore (!!!!)
  
"
"1,0 su 5 stelle","







  
  
    Sinceramente non capisco come un marchio così importante, possa aver prodotto una cuffia con un audio del genere. Fin dai primi minuti di ascolto, ho avuto la netta sensazione quasi di non riconoscere la sonorità dei brani della mia libreria musicale. In parole povere, era come ascoltare musica attraverso un muro; la voce è soffocata, gli alti sono spenti, i bassi se pur presenti, non sono corposi, e tutte le frequenze medie sono come ""tagliate"". Posso concepire che ogni cuffia abbia la propria timbrica e caratteristica, ma stravolgere così l'originalità del suono, che da un confronto fatto con altre marche in mio possesso (Bang&Olufsen, Jabra, Parrot, Beats, Sennheiser), risulta essere decisamente diverso (e non in meglio). Manca nell'applicazione la presenza di un equalizzatore, anche se non penso possa servire a migliorare la qualità audio che una cuffia di questa fascia di prezzo deve avere di default.Unica nota di merito, è l'estetica che per il mio gusto risulta piacevole ed elegante. Inspiegabile il fatto che, essendo oltretutto una cuffia portatile, se posta in standby sul collo, la cuffia non acconsenta al corpo visto che i padiglioni restano girati al contrario.
  
"
"1,0 su 5 stelle","







  
  
    Dopo 2 anni di utilizzo delle bose QC35II ho deciso di passare al modello successivo: questo NC700.Premetto che sono soddisfatto a pieno dell'audio, del design (stupendo) e della cancellazione attiva del rumore che ha fatto un bel passo in avanti dal modello precedente (inserendo anche una funzione di ""ambient sound"" per sentire i suoni circostanti senza isolarsi, da poter alternare al noise canceling.Non mi è piaciuta l'adozione della superficie touch che non è responsiva come dei classici tasti (oltre a non dare alcun feedback sonoro, quindi non si sa mai se il comando è andato a buon fine o no) e non mi piaciuta nemmeno la connessione con l'app dedicata bose music che mi ha richiesto oltre 1 ora. Inoltre all'accensione la voce che segnala la carica della batteria è totalmente inaffidabile, segnalando 9 ore rimanenti, 2 secondi dopo 19 ore rimanenti, poi 17 ecc.Ma veniamo al dunque: connettendo la cuffia a 2 device (smartphone e pc) si sentono dei suoni fastidiosissimi di interferenza che rendono la connessione a due device contemporaneamente non utilizzabile. Inoltre  il software in uso attualmente (1.3.1) ha peggiorato drasticamente la stabilità della connessione bluetooth e del noise canceling (problema segnalato da tutti gli utenti su qualsiasi forum).Ho chiamato 4 diversi operatori dell'assistenza clienti bose ma nessuno è riuscito a risolvere il problema, dicendomi che avrei dovuto utilizzare un device alla volta -.-""La beffa è che il firmware incriminato è stato rilasciato da più di 6 mesi fa (novembre 2019) e ad oggi ancora non hanno rilasciato nessun aggiornamento per risolvere il problema! Che assistenza pessima.Non è nemmeno possibile eseguire il downgrade altrimenti l'avrei fatto.Eseguirò il reso.
  
"
"5,0 su 5 stelle","







  
  
    Vero che è un po caro ma ne vale la pena sono ottime riduzione del rumore più che ottimo un suono avvolgente con bassi fantastici e connesso a saubar 500 riesco a sentire la TV con un ottimo ascolto assistente Google perfetto non unso alexa non mi interessa con la musica poche le superano con una carica fantastica per le telefonate sono una bomba
  
"
"5,0 su 5 stelle","







  
  
    Mi sembra abbastanza stupido dire che la qualità di questa cuffia sia inferiore rispetto a tante altre perché l'audio é ""flat"". Una cuffia (come un qualsiasi amplificatore audio) ha bisogno di varie regolazioni. Ad esempio la concorrente Sony ha prodotto le 1000xm3 con dei bassi di base più intensi, ma ciò non vuol dire nulla. Bose ha preferito impostare un valore un'intensità inferiore, ma che può tranquillamente essere aumentato. In sostanza le cuffie Sony escono già parzialmente pronte per essere utilizzate direttamente, queste no. Ma ciò non vuol dire che l'audio sia scandente.L'unica lamentela verso Bose é che ancora tutt'oggi non ha rilasciato una versione della loro app con l'qualizzatore, quindi bisogna utilizzare l'equalizzatore da app differenti.
  
"
"1,0 su 5 stelle","







  
  
    Le cuffie inizialmente erano perfette. Le ho provate un paio di giorni e cancellavano benissimo, non riuscivo a sentire nulla e poi d'un tratto hanno iniziato a far passare i rumori. Se prima non sentivo voci intorno a me, il battere sulla tastiera o i rumori delle ventole del pc o delle auto che passavano lungo la strada ora posso sentire tutto chiaramente. ho cercato su internet e non sono l'unico con questo problema, apparentemente è molto comune.Ho deciso di chiedere il reso completo e di acquistare le sony WH-1000XM3
  
"
"5,0 su 5 stelle","







  
  
    Ho fatto un'upgrade da cuffie AKG over the ears che trovo ottime. Queste sono migliori. Per me valgono il prezzo.All'accensione le cuffie chiedono l'uso di un'APP smartphone Bose, ma non e' necessaria. Non ho intenzione di usare smartphones/app/assistenti con queste cuffie, e le cuffie funzionano perfettamente anche senza. Mi sono connesso senza problemi ad un featurphone Nokia 8810 via bluetooth e con un portatile windows 7 via bluetooth.Devo provare il microfono bluetooth da cuffia.La cancellazione attiva di rumore e' eccellente. Un pulsante permette di regolare la cancellazione a livelli 0, 5 e 10. In ambienti gia' silenziosi si sente un lieve ronzio quindi conviene disattivarla. La cancellazione funziona molto bene per motori di macchine/ventole. La provero' in aereo ma mi aspetto risultati eccellenti. Non aspettatevi che le cuffie cancellino pianti di bambini in modo efficace. Abbassando la cancellazione a 5, si puo' intrattenere una conversazione senza problemi, a 10 si fa fatica.La cuffia ha un jack audio 2.5mm. NON USATELO. La distorsione del suono e' comica con ingresso da cuffia, non riuscirete neanche a riconoscere la canzone.Come portabilita' vanno bene per il mio caso d'uso. Il cofanetto e' rigido abbastanza da proteggerle.La regolazione di posizione delle cuffie non mi piace molto. Le cuffie possono ruotare di 90° per entrare nel cofanetto e spostarsi in alto basso invece di regolare la larghezza. E' funzionale se non perfetta.
  
"
"4,0 su 5 stelle","







  
  
    Direi di iniziare questa recensione con una risposta netta del mio pensiero: ne hanno sicuramente tutte le potenzialità, visto quello che si sono prefissati di fornire, ma ad oggi, nella prima metà di dicembre, no e il perché è semplice dato che viene richiesto l’esborso per una tecnologia ancora neonata in casa Bose; ricordo che il sistema AR per la realtà aumentata ha avuto una fase travagliata al lancio con un primo ritardo seguito da una priorità assegnata ad iOS a discapito di Android (se possibile caricherò gli screenshot, ma le applicazioni sfruttabili sono meno di 15 per adesso, le più destinate alla mela) inoltre, seppur in continuo sviluppo e si può constatare dalla presenza della voce guida in italiano, assente fino a qualche mese fa, tali app sono tuttora molto incentrate su un uso “estero”.Ora, chiarito questo punto, quanto sono valide? Per onestà devo dire che non sono la mia prima scelta tra le mura di casa, ma solo per una mera questione d’abitudine, al contrario le sto apprezzando assai in luoghi caotici o anche solamente all’aperto:_Sono leggere e con un bel design, tanto che in unione ai morbidissimi cuscinetti si portano senza il minimo impaccio (l’archetto applica una forza lieve a prescindere dall’apertura richiesta, nonostante questo restano ferme con un’aderenza impareggiabile);_La struttura è più solida di quel che fa trasparire con un’ossatura in acciaio inossidabile e due innesti per lo scorrimento dei padiglioni, nascosti nei piccoli incavi, eppure di dimensioni importanti;_Il suono, e questo vale per ogni condizione, è ben bilanciato e cristallino su tutti i livelli, forse con una piccolissima flessione sugli alti, ma è una cosa da pignoli, cercata a forza ai fini di questa recensione;_I comandi, estremamente semplificati e intuitivi grazie al triangolino touch posto sul lato destro, che lascia appena tre pulsanti fisici (Bluetooth e assistente vocale da una parte, mentre sull'altro lato la gestione della riduzione del rumore tramite tre step precaricati dal Bose music);(di seguito il trio che mi ha catturato)_I microfoni, otto in totale, capaci di registrare ed eclissare il rumore presente in un modo sbalorditivo (mi è capitato di dover parlare in mezzo al delirio e con mia grande sorpresa la voce era chiara, ben al di sopra del resto, senza dover neanche avvicinare un padiglione alla bocca);_L’NC, il noise cancelling, in grado di rivaleggiare con qualunque cuffia di fascia alta, comprese le blasonate Sony e funzionante, non solo durante la riproduzione di un media, ma anche in “silenzio” per un vero momento di pausa. Ha una scala che spazia da 1 a 10, più lo 0 che equivale all’effetto trasparenza, il tutto interamente gestibile dallo smartphone e comodamente modificabile con il solitario tastino sulla sinistra (memorizza 3preferenze)_In ultimo la ricarica rapida tramite porta type C, utile quando si è di fretta e la vocina all’accensione avverte che il livello della batteria è basso.Altre note positive? La custodia è curata nei dettagli, basti vedere il piccolo scomparto a chiusura magnetica per i cavi o l’asola creata per la linguetta della zip; l’autonomia di circa 20ore con due orette e venti di ricarica; il raggio d’azione della connessione e per concludere la precisione nel rilevare i movimenti, indispensabile per le future meraviglie.Pecche? Il jack da 2,5mm sulla cuffia rende la maggior parte dei cavi in mio possesso inutilizzabili; si è costretti a scaricare l’applicazione, il che significa “non poterle prestare” salvo lo sbattimento di iniziare una nuova configurazione; l’area destinata al touch è piuttosto limitata perciò, è necessario fare più passaggi obbligati, ad esempio nel regolare il volume.Conclusioni? È indubbiamente un prodotto di ottima qualità e di grande impatto; a mio avviso manca soltanto una forte spinta sul fronte AR per staccare gli altri brand e giustificare la spesa a prezzo pieno. Speriamo in qualcosa ad hoc per il nostro bel paese..
  
"
"5,0 su 5 stelle","







  
  
    IL TOP DEL TOP. Suono, possibilità di azzerare rumori esterni. Facile uso comandi. Servizio consulenza assistenza Bose meraviglioso !
  
"
"1,0 su 5 stelle","







  
  
    Tutti i recensori vine danno 4 e 5 stelle a questo prodotto? Ci credo, se è gratis.....Non mi soffermo sui vari aspetti tecnologici che già dovreste conoscere, ma voglio solo dirvi alcune cose di cui nessuno parla.1. Per poter usare le cuffie, bisogna scaricare l'app bose, altrimenti non potrete usare le vostre cuffie da 400€ appena acquistate. (Dovete avere una connessione internet, o altrimenti le cuffie sono inutilizzabili).2. Scaricata l'app siete costretti a registrarvi, creando un account bose, altrimenti le cuffie non funzionano.3. Una volta creato l'account, siete costretti ad accettare tutte le policy sulla privacy (ACCESSO FULL-TIME AL MICROFONO e l'autorizzazione a scaricare continuamente la cronologia della vostra posizione) altrimenti...indovinate?...le cuffie non funzioneranno.4. Per chi non lo sapesse, la Bose ha già subito una Class Action nel 2017 perché appunto spiava tutti gli utenti,e ora anche nel 2019 è in corso una Class Action per lo stesso motivo.5. Qualità ancora inferiore rispetto alle SONY WH-1000XM3 sia per quanto riguarda la cancellazione del rumore ANC,sia per la qualità audio,l'unico vantaggio è il microfono(per forza,se vogliono spiare bene tutti i suoi utenti serve un microfono di qualità no?)Morale: Comprate le Bose QC35 II o meglio ancora le Sony WH-1000XM3, risparmiando 150€ ed evitando tutti i problemi sopra descritti.
  
"
"5,0 su 5 stelle","







  
  
    Questo nuovo modello appare rinnovato completamente rispetto alle ottime Quiet Confort 35 in mio possesso già da qualche annoHo trovato le  Bose Noise Cancelling 700 più accattivanti dal punto di vista estetico con una linea molto moderna e giovanile. La prima caratteristica che di esse ho apprezzato in modo particolare, è stato il loro ottimo bilanciamento, in forza del quale, nonostante un peso non da primato di 264 gr (le Quiet Confort35 pesano 235 gr), le ho trovate comodissime da indossare durante le lunghe sessioni di ascolto sia in casa che fuori.I materiali costruttivi sono di ottima qualità.Molto bello è l'alluminio grigio chiaro che oltre ad impreziosire la struttura rendendola molto bella, le conferisce anche resistenza e stabilità.La forma e le dimensioni delle due conchiglie, avvolge alla perfezione le orecchie ed il rivestimento in similpelle presenta una imbottitura morbidissima che ne riduce la pressione sulle orecchie in maniera ottimale.L'archetto è fisso ed i due padiglioni scorrono su di esso, consentendo una regolazione millimetrica. All'altezza del cranio, il rivestimento morbido dell’archetto, ne alleggerisce il peso complessivo, tanto da renderlo quasi impercettibile a chi le indossa.Sono dotate di una tecnologia di riduzione del rumore avanzatissima , regolabile su ben 11 livelli per mezzo della applicazione Bose Music, attraverso la quale, è possibile configurare anche gli assistenti vocali Alexa, Google e Siri.Sul livello zero, quello più basso, i suoni ambientali vengono amplificati tanto da rendere agevole la conversazione anche quando le si indossa ascoltandole.Mano a mano che i valori vengono aumentati sui livelli vicini al valore 10, l'isolamento aumenta fino a neutralizzare completamente i suoni provenienti dall' ambiente circostante.Un altro aspetto che mi ha favorevolmente colpito è il sistema di comandi tramite gesture, che ho trovato molto intuitivo e semplice da memorizzare risultato anche molto preciso nel funzionamento. Detto da una persona che non ne ha mai apprezzato la presenza su questo genere di dispositivi, lo trovo alquanto significativo.Come accennato in precedenza, a parte un leggero e trascurabile effetto ovattato, la qualità audio per una cuffia con riduzione del rumore cosi spinto, è sicuramente tra le migliori della sua categoria ed io ne sono rimasto favorevolmente impressionato.Non mi hanno fatto rimpiangere per nulla la qualità delle seppur eccellenti Quiet Confort 35.Il suono mi è apparso molto ben bilanciato con una timbrica elegante tipica Bose che offre bassi pieni e vibranti perfettamente integrati con le frequenze medie e alte.  A chi piace il suono QC 35 piacerà anche quello delle Bose Noise Cancelling 700Ottima è anche la sua spazialità che rende chiara la scena musicale.Le ho ascoltato spaziando dai generi musicali più disparati, jazz, pop, classica, lirica, funky e, per ognuno di essi, l’ascolto è stato di livello apprezzabilissimo. Anche con la musica classica si sono comportate egregiamente, trasferendomi quelle emozioni che solo prodotti di elevata qualità riescono a fornirmi.Sono eccellenti anche per guardare films perché con esse l’audio è perfettamente sincronizzato alla scena e non si rilevano fastidiosi ritardi tra immagini e voci.Parlare della qualità delle chiamate telefoniche richiederebbe un capitolo a parte che per questione di brevità preferisco risparmiarvi, sintetizzando il tutto dico che è di altissimo profilo, sicuramente la migliore per quanto riguarda la mia esperienza.La connessione Bluetooth è stabilissima nell’ambito dei canonici 10 metriL’autonomia è in linea con quanto dichiarato da Bose, riuscendo a raggiungere le 20 ore se ascoltate a volume medio.Mi preme comunque sottolineare, per una questione di chiarezza verso chi legge che, se dovessi scegliere delle cuffie per un ascolto meditativo, quindi non in movimento, probabilmente mi orienterei verso un modello progettato esclusivamente per tale scopo.in un’ottica di risparmio,  preferirei quelle con filo, amplificandole con uno strumento apposito per cuffie, prediligendo l’ascolto di file musicali in alta definizione.Si sa però che la realtà è ben altra cosa e generalmente trascorro più ore fuori casa ed in viaggio che a casa, di conseguenza, per tale scopo, ritengo che le Bose Noise Cancelling 700 siano la scelta giusta, in quanto, semplici da utilizzare, con comandi ben razionalizzati, dotate di una buona autonomia di ascolto, con estetica da urlo ed una qualità audio eccellente.Io credo che l’unico rischio che si corre acquistandole è quelle di vedersele portar via dai malintenzionati quando si è in giro, perché anche loro ne conoscono l’elevato valore.Prese però le dovute precauzioni, il mio consiglio è quelle di comprarle e godervele per tanti anni di ottimo ascolto.
  
"
