stars,comment
"5,0 su 5 stelle","







  
  
    Ho il tablet da poco tempo ma per ora posso ritenermi soddisfatta, perchè è veloce , ha una bello schermo nitido, chiaro, scattante, l'audio stereo molto buono ( con le cuffie il suono è anche migliore), per il web, i film, i video e la musica è perfetto, un ottimo rapporto qualità prezzo. Non è tutto rose e fiori ovviamente, ad esempio per aprire la slot della SD bisogna utilizzare una chiavetta , tipo spilla da balia molto piccola e col rischio di perderla, che è compresa nella confezione, bisogna far entrare la punta nel foro piccolissimo sulla slot così da sboccarla e farla scattare in fuori , uno stress insomma, con le dita semplicemente non si riesce proprio a fare. Le fotocamere hanno una qualità medio bassa, passabili e  anche la durata delle batterie mi sembra stia nella media. Comunque nel complesso davvero un gran bel tablet a un prezzo contenuto, non vi deluderà.
  
"
"5,0 su 5 stelle","







  
  
    Da ""ingegnere elettronico indirizzo Computer"" (mi sono laureato nel 1987....a quei tempi si diceva così...), ho sempre preferito i sistemi Android ai sistemi iOS, per la possibilità che gli Android ti danno di ""customizzare pesantemente il sistema"" in base alle tue preferenze, mentre l'iOS è ""chiuso"": iOS è come un buon cuoco, ti prepara dei buoni piatti, ma se vuoi cucinare te qualcosa di diverso, o creare te qualcosa di nuovo, di tuo gusto, si rifiuta. Con Android questa possibilità c'è.Non dico di forzare il sistema a livello ""root"", e di modificare il sistema operativo, ma già delle piccole configurazini sono possibili....Comunque, a parte questo, il T5 è un ottimo tablet già di partenza: potente, con un ottimo display dalla ottima risoluzione, espandibile quanto basta (ci ho messo subito una SD da 128 GB...). Il processore octa-core fa benissimo il suo dovere, mia figlia lo usa per programmi di grafica e video, e si comporta più che bene, tanto che raramente usa il laptop con un processore I5.Magari, la batteria durasse un po' di più...sarebbe meglio. Ma tanto orma vado sempre in giro con un power-bank minimo da 6000 mAh, se non da 20.000, per cui....Ottimo e soddisfatto
  
"
"5,0 su 5 stelle","







  
  
    Funziona bene, senza impuntamenti anche con gli ultimi giochini dei ragazzi. Schermo luminoso e reattivo, ottimo anche per vedere film alla luce.Non mi son risultati naturali solo i pulsanti, forse perché abituata alla posizione di tablet Samsung. Altra nota negativa e secondo me la doppia slitta per sim e memoro card. Se si vuole togliere una bisogna toglierle entrambe.Credo sia un buon prodotto ad un prezzo ottimo
  
"
"5,0 su 5 stelle","







  
  
    Cercavo un tablet per mio padre con un budget limitato di 200 euro, con un bel display, rapido, affidabile e sopratutto bello da vedere, ecco, l ho trovato, e devo dire che rispecchia perfettamente le mie richieste, aggiungete anche una sorprendente autonomia ed ho trovato il tablet dei miei sogni, quasi quasi ne prendo uno anche per me. Complimenti ad amazon
  
"
"5,0 su 5 stelle","







  
  
    Ho trovato il prodotto in linea con le aspettative, se non migliore.  Un bello schermo e molto fluido nel funzionamento!
  
"
"4,0 su 5 stelle","







  
  
    Questo tablet HUAWEI T5 MEDIAPAD è dotato di un display da 10,1""(risoluzione full hd 1920 x 1200) con schermo 16:10.Dotato di 2 speaker per un audio di media qualità (tecnologia huawei histen per maggiori dettagli).Il processore è un octa-core FINO A 2,36ghz e ha una memoria di 36gb (c'è anche la versione da 64) espandibile fino a 256gb con microsd.4gb di ram e sistema operativo android emui 8.0La fotocamera è scadente (ma io sinceramente non acquisterei mai un tablet per la fotocamera).È un ottimo tablet, leggero, reattivo e veloce per l'utilizzo standard: riproduzione multimediale, navigazione, scrittura di testi, giochetti vari etc. (se qualcuno avesse in mente di comprarlo per il gaming serio lo sconsiglio perchè con i giochi più pesanti cala molto la prestazione).Fluido il touch e simpatica la modalità di alcune app di suddivisione dello schermo in più parti (per esempio mentre vedete un video in metà schermo, nell'altra metà potete fare qualcos'altro).Carina l'idea del kids corner.Lo consiglio per qualità/prezzo (sotto i 200 euro).
  
"
"5,0 su 5 stelle","







  
  
    Ottimo tablet, niente da invidiare a marchi più blasonati, io utilizzo anche iPad ma non vedo nessuna differenza a livello di prestazioni , forse l'unica differenza si nota nell'audio leggermente più scadente, e il display forse con colori un po' meno brillanti, ma pensando a quanto lo stai pagando, sono tutte cose irrilevanti. In conclusione un ottimo prodotto per rapporto qualità prezzo! Acquisto consigliato! 👍
  
"
"3,0 su 5 stelle","







  
  
    Nel complesso, fa quello che promette. Cosa mi piace meno:Carica moltolentaDisplay si sporca troppo facilmenteMancanza dell'inseribilita' di una memoria SD card: chiedo scusa, c'è e non l'avevo notato
  
"
"4,0 su 5 stelle","







  
  
    Partiamo dal prezzo da me pagato:€122. Se ragioniamo su questo prezzo è un tablet con caratteristiche fantastiche, visto che sempre su Amazon vendono dei ""cinesoni""a 100€ e per 20€ vale la pensa prendere un cinese ""di marca"" affidabile come Huawei. 2gb di RAM, e Android 7 sono un'ottima abbinata per avere una buona fluidità. Consiglio l'acquisto di una microSD esterna se intendete fare molte foto e video perché gran parte dei 16gb di memoria interna vi basta giusta per i file di sistema e applicazioni inutili che purtroppo non potete disinstallare. Il tablet l'ho acquistato per mio figlio e l'unico neo che ho riscontrato è la qualità del display. Per il resto si collega al wifi di casa in un lampo e risulta essere sempre molto reattivo senza impuntamenti. Ecco, considerate questa recensione per il prezzo pagato, ma il prezzo di questo tablet tende ad oscillare su Amazon come lo spread italiano e l'ho visto a prezzi intorno ai 150€. A 150€ c'è di meglio, forse il cinesone da 100€ con display fullhd(che ho regalato all'altro mio figlio) diventa più interessante.
  
"
"1,0 su 5 stelle","







  
  
    Utilizzato fin'ora per un paio di settimane, nessun difetto riscontrato, forse un po' lento nel cambio di orientamento del display.Unica GROSSISSIMA limitazione (NON indicata ne' nella documentazione ne' su sito di Amazon): le app NON possono essere spostate sulla SD, limitandone quindi drasticamente l'utilita' e causando messaggi di ""storage pieno"" perche' le app vengono installate TUTTE nello storage interno (di dimensioni limitate e NON espandibile)
  
"
"1,0 su 5 stelle","







  
  
    prodotto restituito dopo un giorno, touch screen non all'altezza, pochissima sensibilità al tocco, per aprire le app dovevo premere parecchie volte, assolutamente deludente, magari ha altre qualità , ma questo problema soverchiava il resto.
  
"
"5,0 su 5 stelle","







  
  
    Ammetto di averlo acquistato con un po' di timore perchè le notizie che si possono recuperare in rete non evidenziano l'esistenza di una versione 4Gb ram/64 Gb memoria e quindi ero convinta di ritrovarmi con un dispositivo dalle specifiche inferiori soprattutto perchè ormai 64 GB di memoria sono la minima dotazione di memoria per non avere difficoltà di gestione di un Tablet come di uno smartphone. Per non parlare dei benefici di una ram da 4 Gb per far girare più velocemente il sistema.Posso confermare che la descrizione del prodotto risulta veritiera e da un primissimo uso il dispositivo si dimostra reattivo e di tutto rispetto: schermo luminoso e con colori realistici, presenza di sblocco col volto, funzionamento delle app di streaming come Netflix, Sky Go, Dazn, Prime Video, Rai Play, ecc...Ovviamente l'immagine risente come definizione del pannello e la riproduzione dei video avviene solo in HD ma tutto sommato accettabile.Devo dire che sono molto soddisfatta dell'acquisto.
  
"
"5,0 su 5 stelle","







  
  
    Arrivato 3 giorni prima insieme ad altri articoli...nn mi vergogno a dire che è il mio primo tablet ....e siccome sono una zappa nella tecnologia...nn ho trovato alcun ostacolo ad avviarlo....Intuitivo...audio perfetto.....visione eccezionale.....credo sia il più bel regalo che mi sono fatta...è importante che questi articoli siano di facile uso anche per chi nn ha esperienza nel settore....grazie al venditore e ad Amazon...che nn si smentisce mai.....arrivato carico di batteria così è stato subito configurato....ora posso vedere i fim col mio prime....grazie Amazon
  
"
"5,0 su 5 stelle","







  
  
    per il momento tutto bene funziona alla perfezione e devo dire che non trovo grande differenza con il mio iPad
  
"
"4,0 su 5 stelle","







  
  
    Io lo uso in famiglia, soprattutto i bambini, per navigazione internet, video, ecc e direi che va benissimo, veloce, ottimo schermo.L'autonomia della batteria è buona.Macchina fotografica e video buoni, nella media dei tablet e degli smartphone che non sono mai delle macchine fotografiche.
  
"
"1,0 su 5 stelle","







  
  
    Recentemente ho acquistato un tablet per lavoro con il quale non mi sono trovata benissimo per la lentezza della RAM. Attirata da questo bellissimo Huawei ma sopratutto dai 4 GIGA DI RAM scritti nella descrizione del prodotto, decido di comprarlo al prezzo di 200€. Arrivato il prodotto, bello come mi aspettavo, mi rendo conto che la velocità non è da 4 giga. Guardo nelle informazioni del tablet e leggo 3 GIGA DI RAM. Immaginate la mia delusione. Mi è stato venduto un prodotto attraverso la bugia.
  
"
"5,0 su 5 stelle","







  
  
    Lo uso a casa per navigare e uso diverse app, non mi ha mai deluso.I 3 gb di Ram si sentono tutti, all'uso è fluido, ha uno schermo fantastico,  la batteria dura abbastanza e secondo me il rapporto qualità prezzo è ottimo.
  
"
"5,0 su 5 stelle","







  
  
    Esteticamente molto curato, sostanzialmente ricalca il design dei telefoni apple.Chassis in alluminio, bello e solido.Dotato di altoparlanti di ottima qualità, che si fanno sentire molto bene nonostante le dimensioni ovviamente miniaturizzate.Dotato di presa audio jack 3,5mm per gli auricolari (non è più cosè sui modelli superiori).Schermo e prestazioni generali molto buone.Ottimo per l'uso casalingo, soprattutto per chi non sottovaluta la componente audio.Il prezzo attuale, sotto i 200 euro, ne fa un best buy con pochi rivali nella sua categoria.
  
"
"1,0 su 5 stelle","







  
  
    Il tablet mi arrivato in una cofezione già aperta e privo della pellicola protettiva.Sullo schermo c'erano evidenti ditate.Credo sia davvero una pratica scorretta dei venditori quella di riciclare prodotti mandati indietro da altri,e inviarli ad altri acquirenti magari sprovveduti.Non lo spedisco indietro solo perchè avevo urgenza di un tablet per un regalo.Non sono per niente soddisfatto. So che non cambierà nulla,ma caro venditore i miei soldi erano buoni,il tuo tablet no.
  
"
"5,0 su 5 stelle","







  
  
    Buon tablet se al giusto prezzo (ad oggi, agosto 2019, almeno 100 euro meno del listino), ha le caratteristiche di base necessarie per un uso quotidiano ed un discreto schermo. Ovviamente è un dispositivo per un uso tranquillo, magari per la visione di video per la navigazione web o la lettura, ma questi compiti li svolge molto bene.PRO- buon audio, molto potente e stereo;- robusto e ben costruito;- software ben sviluppato, completo e supportato;CONTRO- fotocamera (per me non conta, ma vedete voi);DA CONSIDERARE- non adatto ad applicazioni ed operazioni intense, al gaming o al multitasking intenso;- privo di funzionalità avanzate come la modalità desktop;- supporto alla M-Pen (non credo essenziale);- ha il jack audio (!!!);ALTERNATIVE:- Vari prodotti cinesi (Lenovo, Chuwi, Teclast & Co.), al momento molto indietro a livello software, sia nell'ottimizzazione che nel supporto.- Samsung Tab A 2019, che ad un prezzo simile perde 1 gb di RAM (2 vs 3 è una differenza significativa) ed il sensore d'impronte ma offre Pie nativo contro Oreo del M5 Lite.- Huawei T5, che a fronte di un risparmio di 20-30 euro perde un po' di batteria, il sensore d'impronte ed il GPS.
  
"
"1,0 su 5 stelle","







  
  
    Tablet scarsissimo.Acquistato ad agosto 2018 lo uso veramente pochissimo per via della sua lentezza e del suo touch-screen veramente scadente.Non ho fatto il reso quando potevo perché rimandavo continuamente e quindi è scaduto il tempo.Schifoso è dir poco.Non compratelo.Non date retta alle recensioni positive.
  
"
"5,0 su 5 stelle","







  
  
    Anche la penna risponde in maniera ottima, dopo pochi minuti sembrerà di avere davanti un foglio di carta. La batteria dopo 3 ore di appunti (uso quasi continuo di penna/schermo attivo) scende del 15% max, e capita di non doverlo caricare quotidianamente
  
"
"4,0 su 5 stelle","







  
  
    Lo sto usando davvero da poco, in generale mi ritengo per ora soddisfatto. Un buon tablet a patto di trovarlo a prezzo scontato, sui 250 euro se ne può iniziare a parlare, credo che i 299 chiesti di listino siano eccessivi.Ha però una pecca abbastanza importante, ovvero non supporta il multiutente. Lo trovo abbastanza grave ed inspiegabile considerato che Android lo supporta nativamente. Temo sia una scelta di Huawei che lo offre solo nelle versioni superiori (M5 e M5 pro). Sto cercando di capire se si tratta di una scelta voluta o di un errore, quindi risolvibile con un eventuale nuovo firmware. Nel primo caso vedrò se vale la pena passare alla versione superiore.
  
"
"4,0 su 5 stelle","







  
  
    Arrivato con un giorno in ritardo in quanto ho dovuto fare un cambio perche al primo invio ho ricevuto un articolo errato. Che dire prodotto ottimo per rapporto Q/P schermo ottimo buona fluidità e reazione al touch, suono ottimo come anche quello in cuffia, molto soddisfatto, lo consiglio.
  
"
"5,0 su 5 stelle","







  
  
    Uno dei tablet meglio bilanciati sul mercato, se non IL tablet più bilanciato sul mercato. E non solo per il rapporto qualità/prezzo.L'ho acquistato a 200€ durante il Cyber Monday e ne sono rimasto estremamente soddisfatto.Solido in mano, display vivido, EMUI snella e reattiva, batteria impressionante da 7500 mAh (quindi il 50% più capiente di quella da 5100 mAh del fratello Mediapad T5 10, che costa un po' meno ma a mio avviso tanto vale passare a questo più completo M5 Lite), avvolgente sistema audio a 4 speaker targato hadman/kardon (il T5 10 ha due soli speaker standard, per dire) e altre chicche sparse qua e là mi hanno convinto a 360° su questo M5 Lite.Davvero contento. 10+
  
"
"1,0 su 5 stelle","







  
  
    Il prodotto a un certo punto senza cadute e altro il monitor non funziona più. Cambiato costo 110 euro. Tablet pagato 2 volte e garanzia sul monitor nuovo 3 mesi . No comment chi non si attiene alle regole Eu in merito a copertura garanzia non dovrebbe vendere in Europa. Mai più Huawei e se si dovesse rompere nuovamente finisce in discarica senza neppure passare per il centro d’assistenza. Peggior esperienza fatta su tablet e ne avrò avuti una decina oramai
  
"
"1,0 su 5 stelle","







  
  
    Tablet lento e decisamente scarso. La consegna è stata veloce ma ho dovuto portarlo a riparare in quanto non riconosce le micro sd. Sconsigliato
  
"
