stars,comment
"5,0 su 5 stelle","







  
  
    Finalmente un oggetto molto molto facile da pulireBasta una sciacquata dopo l'uso ed è già come nuovo... non come la mia vecchia accorciabarba che andava aperto davanti e pulito con la sua spazzoletta. Forse ci vuole un po' a prenderci la mano perché a me per esempio all'inizio sembrava strano dover appoggiare tutta la parte piatta sulla pelle, avevo paura che mi tagliasse, e invece è proprio il modo migliore e più sicuro di usarlo. E' molto preciso, ci taglio anche i baffi in prossimità del naso. Non può assolutamente sostituire un contropelo fatto con il rasoio, ma a parte questo fa tutto il resto davvero egregiamente. In generale lo uso per rifinire e accorciare prima di passare il rasoio sulle parti che voglio proprio lisce
  
"
"5,0 su 5 stelle","







  
  
    Ho acquistato questo rasoio come regalo per mio marito, lui sembra apprezzarlo molto da quando glielo ho regalato usa esclusivamente questo. Inoltre lui dice che è ottimo per chi ha poco tempo per radersi in quanto è molto veloce e comodo (visto il suo design) nell'utilizzo, si può usare radendosi sia dall'alto verso il basso che viceversa. La rasatura ovviamente non è paragonabile a quella fatta con un lametta a 3 o più lame ma è comunque abbastanza profonda e non irrita la pelle. A corredo dell'articolo troviamo una lama, un cappuccio, tre filtri per la regolazione, il carica batteria e il rasoio comprensivo di lama. Le lame durano davvero tanto e la pulizia è abbastanza semplice basta sganciarla e sciacquarla, la batteria ha una buona durata circa 6/7 utilizzi, non ha una elevata velocità di ricarica e purtroppo non si può usare mentre si sta ricaricando. Dopo anni di utilizzo ad oggi funziona ancora in maniera perfetta (regalato il 2018), ottimo prodotto.
  
"
"4,0 su 5 stelle","







  
  
    Cosa esce nella scatola?- Rasoio Philips One Blade- 3 pettini regola barba- 2 lamette (di cui una da ricambio)- 1 Copri lamettaÈ impermeabile?Sì, questo Philips OneBlade possiede il logo della ""doccia"", possiamo utilizzarlo sotto la doccia, ma non possiamo immergerlo, perché non regge la pressione dell'acquaQuanto durano le lamette?Philips indica una durata di circa 4 mesi, solitamente io le utilizzo per oltre 6 mesi, ma non faccio la barba tutti i giorni, la accorcio circa 1-2 volte al mese.Quanto dura la batteria?La batteria dura poco più di un'oraRecensione:Philips One Blade è molto più del classico rasoio regola barba, arriva già carico, scivola veramente bene sul volto, la prima esperienza è fantastica, la testina si muove benissimo, è possibile utilizzare la lametta da entrambi i lati e consente di arrivare ovunque senza fare nessun tipo di smorfia particolare, come siamo abituati solitamente.Personalmente lo utilizzo anche per rimuovere e accorciare i peli in varie parti del corpo (braccia e gambe) e lascia la pelle molto liscia. Quando la lametta è nuova, l'esperienza è incredibile, ma col passare dei mesi inizia a pizzicare un po' e quindi è arrivato il momento di sostituire la lametta.(p.s. è adatto anche per le donne, per rimuovere i peli sulle gambe e sotto le ascelle).Quando è il momento di sostituire la lametta?Philips qui ha fatto una cosa stupenda, quando è il momento della sostituzione, la parte frontale della lametta inizia a diventare verde e lì capite che è giunto il momento di sostituirla. (Vedi le foto, la mia è completamente verde).Il grosso MA:Il costo del rasoio è veramente contenuto, è un ottimo prodotto e funziona veramente bene, ma le lamette costano quanto tutto il rasoio. Vi spiego meglio, questo prodotto merita tantissimo, quando lo comprai ero estremamente soddisfatto dell'acquisto, ma una volta consumate le due lamette in dotazione sono tornato qui su Amazon per comprarne delle altre e 2 lamette costano (ad oggi fine Maggio 2020): 30€ e il rasoio costa 35,99€Ecco il grosso ma, la grande pecca di questo prodotto, un po' come le stampanti di 40€ che portano 2 cartucce d'inchiostro che costano 24 euro l'una.Credo che acquistare Philips One Blade ne valga davvero la pena, ma ricordate che una volta finite le lamette in dotazione, conviene di più riacquistarlo nuovamente che prendere solo le lamette di ricambio.VOTO GENERALE: 9FACILITÀ DI UTILIZZO: 10BATTERIA: 9ESPERIENZA D'USO: 10RICAMBI E ACCESSORI: 2
  
"
"4,0 su 5 stelle","







  
  
    CONSIDERAZIONI PERSONALI:Dei vari modelli OneBlade, ho provato il 2520 e il 2530, il primo costa meno per il semplice fatto che ci vuole più tempo per ricaricare e si dovrebbe scaricare prima e non ha l'indicatore di ricarica, differenza di prezzo se in offerta entrambi 10 euro, per il resto sono identici nella rasatura.Per chi viaggia consiglio di comperare a parte la borsa con (divisori rigidi) prezzo borsa 15 euro.le lame di ricambio costano 15 euro circa ma comperando una box da 3 si spende una trentina di euro complessivi.CONTENUTO DELLA CONFEZIONE:Philips QP2530/30 OneBlade;4 pettini;Istruzioni in Italiano;Alimentatore presa europea;2 lame;1 coprilama.RASATURA:il risultavo finale della rasatura e' la stessa della classica lametta pero' senza contropelo, se cercata quello allora ve lo sconsiglio.PRO:Rasatura senza schiuma da barba;Poco ingombrante;Durata della batteria;Taglio netto è preciso;Facilità di utilizzo;Carino esteticamente;Istruzioni in Italiano;Centro assistenza in Italia.CONTRO:Non si può utilizzare se in ricarica;Abbastanza rumoroso;Per chi ama il contro pelo lo sconsiglio.lama piccolina (secondo me..)assenza di un pennellino per pulirlo dopo la rasatura.CONSIDERAZIONI FINALI:Nel complesso lo trovo utile e mi sento di consigliarlo sopratutto a chi viaggia, abbinandoci una borsa adatta al modello desiderato (e su Amazon ci sono borse specifiche..) si ha tutto in poco spazio, ricordo che non è necessario la schiuma da barba fidatevi che non irrita la pelle.Per quanto riguarda la borsa, andate su una che ha i divisori rigidi altrimenti quelli morbidi con il tempo si rompono.Consigliato anche per accorciare la barba con i comodi pettini di varie misure, per la depilazione del corpo non è il massimo in quanto il rasoio non è grande.Le istruzioni sono in italiano e l'assistenza e coperta anche sul territorio.Consiglio dopo l'utilizzo di metterlo a ricaricare in modo di trovarlo sempre pronto.L'unica valutazione che lascio in sospeso è la durata delle lame...Spero di essere stato utile!
  
"
"5,0 su 5 stelle","







  
  
    Il miglior rasoio in circolazione!! questo rasoio è comodissimo.La rasatura è confortevole ed è in grado di rasarti come se passassi la lametta oppure con i pettini all'interno si possono fare varie regolazioni.Personalmente lo utilizzo anche per radermi il corpo è l'ho trovato comodissimo. Ovviamente con i peli del corpo le lame si consumano molto più velocemente.Tanti pro per questo prodotto unico contro che i ricambi delle lame costano davvero tanto.Con alcune promo converrebbe più ricomprare il rasoio.
  
"
"2,0 su 5 stelle","







  
  
    Usando il rasoio per rasarmi 2 volte alla settimana, ogni lama in realtà dura meno della metà di quanto dichiarato nell'annuncio cioè 4 mesi. Dopo un mese o giù di li (cioè dopo 6-8 rasature al max) diventa già verde l'indicatore di consumo della lama e la rasatura diventa fastidiosa. Buono per rifiniture lievi o rasature sporadiche. Non adatto per rasature frequenti. Se la le lame costassero di meno (la metà) forse potrebbe essere più ottimale ma così è insostenibile
  
"
"5,0 su 5 stelle","







  
  
    Inizio con il dire... non è un rasoio elettrico... non è un rasoio a lame! Io cercavo un rasoio che non mi tagliasse i peli sino a filo pelle perché mi si incarnano spesso irritandomi molto la pelle... ma cercavo anche un qualcosa che mi tagliasse i peli più corti di un regolabarba. Questo è perfetto! Molto veloce da utilizzare, lavabile in acqua quindi veloce da pulire e con la lama che si cambia quando inizia a perdere il filo. Per come lo utilizzo io ho cambiato la lama dopo quasi sei mesi... ma se lo usassi tutti i giorni penso che la durata sarebbe dimezzata (non mi faccio la barba tutti i giorni). Ad ogni modo mi trovo davvero bene e ad oggi l'ho caricato solo due volte quindi la carica dura davvero molto.
  
"
"2,0 su 5 stelle","







  
  
    Non capisco le tante recensioni positivissime. Ho sempre usato rasoi elettrici, e questo è in assoluto quello che taglia meno e meno bene di tutti, tanto che l'ho rimesso nella scatola e portato in cantina, nello scatolone degli acquisti sbagliati. Il mio vecchio Braun, che ormai ha 10 anni, in confronto è una spada laser. Questo taglia solo se usato in un verso, contropelo, e non taglia a filo pelle. Inoltre non so gli altri perchè, ma sul collo mi dava anche parecchio fastidio. Onestamente, per quello che mi riguarda sono stati soldi buttati. Un rasoio elettrico vero, di qualità, non ha niente a che fare con questo.
  
"
"5,0 su 5 stelle","







  
  
    Ho avuto tutti i migliori rasoi in commercio: i top di gamma da oltre 300€ di Braun, Philips, Panasonic... ho provato anche dei regolabarba, oltre ovviamente alle varie lamette (comprese le ultime Gillette a batteria che vibrano), e vi assicuro che questo OneBlade è il migliore.Le recensioni precedenti mi hanno fatto titubare nell'acquisto in quanto sono molto contrastanti, ma credo che chi lo critica è perchè semplicemente non ha capito come usarlo.Ad esempio, non ci si può aspettare una rasatura profonda usandolo a secco, in quanto la lama non riuscirà a scorrere bene sulla pelle e allo stesso tempo non tutti i peli saranno sollevati abbastanza per essere tagliati.In questi casi bisogna usare il gel da barba. E non fate confusione: non ho detto la schiuma da barba, ho detto il gel. Il gel è perfetto per l'utilizzo con rasoi elettrici, e vi assicuro che usandolo con questo OneBlade si ottengono risultati vicinissimi a una rasatura con lametta tradizionale. Ovviamente manca il contropelo, ma per il resto la rasatura è perfetta, persino sul collo dove tutti gli altri rasoi elettrici hanno sempre difficoltà e si perdono dei peli.Se invece vi interessa regolare la barba, ovviamente dovete usarlo a secco, e anche in questo campo lavora più che bene. Taglia la barba in modo netto e preciso, dando un senso di ordine che mi piace molto.Per quanto riguarda le differenze fra i vari modelli, fondamentalmente più costa e più ha funzioni aggiuntive tipo maggiore batteria, led di ricarica, più pettini... ma la qualità di rasatura resta sempre la stessa. Quindi se non avete esigenze particolari, comprare il più economico potrebbe essere la scelta migliore.
  
"
"4,0 su 5 stelle","







  
  
    Spedizione ottima e puntuale ,ho provato stamattina il Philips OneBlade, sinceramente il materiale è ottimo ,facile da usare , il sistema di rasatura ho avuto la sensazione di radermi con una lametta con una sola lama , non irrita la pelle ,  non  rade e toglie i peli in profondità dalla pelle,lo suggerisco come regola barba l'ho usato per le basette e ottimo ,da tante recensioni che ho letto e dalle istruzioni - la lama dura quasi 7 ,8 mesi poi  bisogna cambiarla,concludo questa recensione!  insomma! chi si accontenta di una rasatura intendo come barba normale , e  non al 100°  liscia - lo consiglio .Ciro I.
  
"
"1,0 su 5 stelle","







  
  
    Le lame di ricambio costano quanto tutto l'apparecchio nuovo. Di tagliare taglia ma nulla di eccezionale. lo spessimetro che dovrebbe regolare la lunghezza delle basette e praticamente inutile poiché non essendo particolarmente stabile taglia i peli non tutti alla stessa lunghezza facendo più rovina che altro. Assolutamente sconsigliato.
  
"
"4,0 su 5 stelle","







  
  
    Io mi trovo molto bene con questo rasoio, comodo pratico e trasportabile.Pecca per un indicatore di carica completata.Le lame durano 4/6 mesi, ma ho un tipo di barba poco folta e morbida.Mio padre l'ha provato e ci si trova bene giusto per fare le linee.Sconsiglio ha chi una barba folta e dura.
  
"
"5,0 su 5 stelle","







  
  
    La batteria del mio vecchio rasoio elettrico non reggeva più e ho deciso di comprare questo philips one blade optando per qualcosa di più innovativo.Devo dire che mi ha parecchio meravigliato. Oltre al bel design è molto ergonomico, leggero e di semplice utilizzo. Ero curioso di provare questo sistema a ""lametta"" intercambiabile e mi ritengo soddisfatto della funzionalità. La testina non è ovviamente una lametta vera e propria ma la sua forma permette al rasoio di tagliare quasi a pelle i della barba. Taglia di più rispetto a un classico regolabarba a misura 0. Per le rifiniture è il top, si riesce con questa testina ad essere più precisi nel disegnare barba o pizzetto. Le testine sono quindi intercambiabili, quando la parte centrale della ""lametta"" diventa verde è ora di cambiar la testina; un sistema quindi comodo per capire quando è tempo di sostituirla. Il prodotto è inoltre impermeabile, si può pulirlo dai peli residui comodamente sotto l'acqua oltre che poterlo usare sotto la doccia. In dotazione è fornita una testina di ricambio e 3 pettini da 1mm 3mm e 5mm, con un buon sistema di bloccaggio, per poter regolare la barba un po' più lunga e un copri testina per quando non lo si utilizza. La batteria è di lunga durata, non lo uso ogni giorno quindi mi dura almeno più di un mese, ovvio che con l'uso quotidiano il tempo diminuisce. Non ha purtroppo un led che indichi la batteria scarica ma si può vivere senza!Comprato in offerta a 29€ lo reputo il prezzo giusto per questo prodotto.
  
"
"1,0 su 5 stelle","







  
  
    L'ultimo rasoio elettrico lo comprai nel 2012. L'ultimo regola barba nel 2014. Pensavo che in questi anni la tecnologia fosse migliorata e viste le tante pubblicità di questo ""One Blade"" ho deciso di provarlo, anche a fronte delle numerose recensioni positive.Invece mi ritrovo con un prodotto che la barba la taglia MALE, rimane più lunga di quanto me la lascia il vecchio rasoio Philips del 2012. Come regola barba, ancora peggio: scomodo e molto impreciso. Effettuato il reso IMMEDIATAMENTE.Davvero un peccato perché il prodotto si presenta bene.
  
"
"4,0 su 5 stelle","







  
  
    Articolo ordinato perchè il vecchio rasoio elettronico si era rotto, questo era da un po' che mi diceva ""comprami"" ma non ne avevo bisogno, adesso invece avendolo trovato anche col 25% di sconto l'ho preso subito.Arrivato in tempo e ben sigillato si presenta molto bene e si vede che è un prodotto decisamente di qualità.PRO:-Confezione impeccabile-Dotato di lama di ricambio e vari accessori-Batteria molto duratura (non l'ho ancora mai caricato)-Impermeabile-Facile da pulire-Preciso-Taglio molto buono e senza irritazioni-Facile da usare ovviamente-Piccolo e facilmente trasportabile-Maneggevole-Ottima fattura e materiali-Rapporto qualità prezzo spaventoso  Ecc..ecc..CONTRO:-L'unica cosa che non mi piace è il fatto che devi tenerlo in un certo modo, di lato, per avere un taglio perfetto, altrimenti hai solo un taglio discreto se non ci passi 2 volte (motivo delle 4 su 5 stelle)-Non si puo' immergere nell'acqua altrimenti ci potrebbe entrare perchè non regge la pressione, però si puo' bagnare per pulirloCONCLUSIONI finali:Articolo di cui mi sono innamorato, non so come ho fatto finora senza esso..Addio lamette, addio schiuma, addio vestiti bagnati dall'acqua, addio irritazioni, addio tutto. Adesso basta un oggetto i 2 o 3 minuti del proprio tempo e col suo magico taglio sembrerete subito e sempre curati.Oltretutto una lama dura 4 mesi se si fa la barba 2 volte alla settimana, avendone anche una di ricambio, con questo prodotto siete tranquilli per almeno 8 mesi.Rapporto qualità prezzo strabiliante, nonostante le 4 stelle (se ne merita 5, ma anche 10) è super consigliato perchè sul mercato non troverete mai niente di meglio a questo prezzo.P.S. anche come regalo merita davvero tanto, con poche decide di euro farete un figurone ed un favore alla rispettiva persona.Spero di esservi stato utile!
  
"
"4,0 su 5 stelle","







  
  
    Ottimo rasoioFa quello che dice, niente di più, niente di menoIo lo uso praticamente per tuttoLa rasatura è molto curata però, anche se usato contropelo purtroppo la rasatura risulta come una lametta usata nel senso del pelo quindi a vista i peli risultano quasi invisibili, al tatto invece se ne avverte la presenza.Dispone di tre comodi pettini per regolare i peli alle diverse lunghezze ad ha una lama di ricambio inclusa.La durata della batteria ha superato le mie aspettative resistendo tranquillamente a più rasature dei peli delle gambe.Può essere usato anche sotto la doccia.Le dimensioni sono molto comode soprattutto da portare in viaggio.4 stelle perché la rasatura delle parti intime (come le ascelle) se fatta non con la massima attenzione può portare ad irritazione.
  
"
"5,0 su 5 stelle","







  
  
     Ho sempre amato avere un po’ di barba incolta sul viso, spesso ricorrevo alle cure del barbiere vicino casa.Di frequente mi succede che il viso si irriti e sono costretto a tagliare la barba.Ma ho apprezzato il consiglio di mia moglie che mi ha suggerito di comperare un rasoio elettrico , in modo da evitare il classico appuntamento settimanale con il barbiere. Così ho iniziato la ricerca qui su Amazon , tenendo conto delle caratteristiche che avevo in mente: 1)    Un rasoio che potesse essere sia un regola-barba e, all’occorrenza, potesse avere la possibilità di tagliarla del tutto.2)    Un prezzo accessibile .3)    Un’ottima qualità del prodotto , cosi da garantirne anche una lunga durata. Alla fine della ricerca sono giunto alla scelta di questo prodotto che coniuga le caratteristiche privilegiate. La marca, infatti, è una garanzia d’affidabilità e sicurezza, sappiamo che i rasoi elettrici sono nati in Philips, mentre il prezzo è davvero competitivo anche verso i prodotti di qualità dubbia che sono quelli “made in Cina”. Ciò che mi ha colpito quando ho aperto l'imballaggio è l'estetica e dopo averlo preso in mano mi ha subito impressionato la leggerezza e la solidità del materiale.Il foglio illustrativo è estremamente esplicito, ma il prodotto è semplicissimo da utilizzare e non ho avuto bisogno di ricorrere alle istruzione d’uso.Il rasoio è dotato di una lama che è colorata alle estremità, molto semplice nell’uso e nell’aggancio, quando il colore della stessa sbiadisce è necessaria la sostituzione. È fornito anche di una lama più piccola  di ricambio per le limature.Negli accessori ho trovato anche tre pettini con diversi spessori che si agganciano alla lama.C’è anche il carica batteria e ricordo che per ottenere una ricarica completa occorrono circa 8 ore . Ho iniziato la rasatura sotto la doccia , visto che tra le peculiarità di questo prodotto troviamo anche l’ impermeabilità’.Per far riposare il viso ho tagliato la barba, tra l’altro, avendo qualche piccolo foruncolo sotto il mento temevo potesse sanguinare al contatto, invece nulla, il rasoio è delicatamente passato oltre.Il risultato ottenuto è stato eccellente , il viso è pulito anche se al tatto un po’ di resistenza si sente ma è davvero un’inezia. Appena si saranno consumate le lame in dotazione ,mi sono premunito andando a verificare  il prezzo di quelle di ricambio , che sono vendute in confezioni da 2 e il prezzo si aggira intorno ai 25 euro .E la  Philips garantisce per un uso non intenso , una durata di 8 mesi a lama.Quindi traendo le somme , con questo rasoio si risparmiano cifre notevoli. Qualità e risparmio erano le caratteristiche che cercavo ed è ho trovato … CONSIGLIATISSIMO ….
  
"
"1,0 su 5 stelle","







  
  
    onestamente prodotto di scarsa qualità, chi riesce a farsi la barba come nei tutorial ha forse peletti da ragazzino sbarbatello, per farmi una barba decente ci perderei davvero troppo tempo e neanche sarei troppo soddisfatto. comodo per qualche rifinitura ma nulla di più.
  
"
"5,0 su 5 stelle","







  
  
    è l'unico rasoio elettrico con cui riesco a tagliare la barba di 3 giorni o più, altri che ho provato mi irritano la pelle, più che altro per il calore delle lame. L'unico che riuscivo ad usare è un rasoio elttrico Philips a testine rotanti impermeabile che che taglia molto delicatamente ma solo la barba di non più di un giorno, opppure per la barba di 2 o più giorni, usavo un vecchio rasoio manuale a lamette, quelle di una volta, che in Italia non vendono più e mi toccava ordinarle dalla Russia tramite internet. Ora finalmente uso prima questo rasoio OneBlade che è veloce e delicato, che taglia la barba anche lunga ma non a fondo, poi ripasso con quello a testine rotanti, . Il tutto in meno di 5 minuti e senza più irritare la pelle. Prima con la barba di 3 giorni ci mettevo 15 minuti o più.  Per chi invece ha la fortuna di non avere la pelle delicata, forse gli conviene acquistare un rasoio più energico e che taglia più a fondo.
  
"
"2,0 su 5 stelle","







  
  
    Due stelle perché dai video ravvicinati della pubblicità di questo prodotto sembrava radere molto più a fondo, invece bisogna lavorarci sul viso tipo olio di gomito, alla fine è di un viso che stiamo parlando non di una superficie qualunque e insistendo nella rasatura visto gli scarsi risultati iniziali mi si irritava la pelle, per nn parlare delle lame di ricambio secondo me molto costose, altro che durata di circa un mese, per me nn durano più di 5 rasature. Per il resto materiale di costruzione buono e molto ergonomico...però rasatura da rivedere e pure tanto
  
"
"5,0 su 5 stelle","







  
  
    Devo dire che, se pur leggendo molte recensioni positive sul prodotto, rimanevo ancora un po' scettico dell'acquisto, che ho effettuato in occasione di un offerta particolarmente scontata e per cui valeva la pena fare la prova. Al momento lo utilizzo da poco più di un mese e sinceramente devo dire che è decisamente il miglior rasoio elettrico che io abbia mai usato (e ne ho provati non pochi). Funziona molto bene sia con barba asciutta che con crema da barba, che con questo prodotto uso semplicemente per non far schizzare i peli ovunque durante la rasatura, perchè anche a secco la rasatura è assai confortevole. Mi è risultato molto spontaneo usare la lama su entrambi i versi di taglio (diversamente da come hanno recensito altri utenti) il che penso che permetta di sfruttare un po' più a lungo la lama stessa. Sulla durata della lama non posso ancora esprimermi, visti l'impiego ancora troppo limitato della prima in uso. Una volta ricevuto il prodotto, però, ho effettuato la registrazione dello stesso sul sito della Philips, il che dà diritto ad effettuare, sullo stesso, un primo acquisto di accessori alla metà del prezzo (e senza spese di spedizione), il che permette la possibilità di fare una scorta di lame ad un prezzo per nulla eccessivo.Personalmente consiglio vivamente il prodotto, specialmente a chi ha ""barbe complicate"" come la mia.
  
"
"1,0 su 5 stelle","







  
  
    Rasoio simpatico ma non efficace! Non rade oppure bisogna ripassare parecchie volte con conseguente arrossamento della pelle. Non lo consiglio per chi ha la pelle sensibile. Sono tornato alla classica lametta. Sconsigliato!!
  
"
"1,0 su 5 stelle","







  
  
    Non so come si fa a mettere sul mercato un rasoio che non rade. Forse può funzionare su una peluria da ragazzino ma non funziona assolutamente sugli adulti.
  
"
